#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
224000,224.0000000007055,-550517.2150998241,110855.85981922271,-439661.3552806014,300.24274395015215,433.2563224266518,1.016416559202579
225000,225.0000000007103,-548839.244386253,110854.03447468823,-437985.2099115647,300.2378001749419,433.5130372358412,1.015814664540503
226000,226.00000000071506,-549345.3825986604,111014.59727516538,-438330.78532349505,300.67266952573846,433.41778626687864,1.0160379071810908
227000,227.00000000071984,-550622.914595176,110591.39154584252,-440031.5230493335,299.52645632930006,433.67428764970475,1.0154369604899505
228000,228.0000000007246,-550559.2344540083,110518.62043481093,-440040.61401919735,299.3293625708641,433.2534366875228,1.0164233291731966
229000,229.0000000007294,-548846.6052507535,111220.22007382277,-437626.3851769307,301.2295796736394,433.4218669879376,1.0160283410571813
230000,230.00000000073416,-548944.6230509519,111461.55804963916,-437483.0650013127,301.8832210435828,433.7925689889599,1.0151600833551118
231000,231.00000000073894,-549259.8823545906,111453.42694777797,-437806.4554068126,301.8611987135217,433.4551293299165,1.0159503733972006
232000,232.0000000007437,-549163.3986783111,110112.63140714099,-439050.76727117016,298.229779203056,434.7249373200077,1.0129828373970144
233000,233.00000000074849,-547804.6867187498,109520.42612671456,-438284.26059203525,296.6258465046226,434.3068129012848,1.0139580762085667
234000,234.00000000075326,-548875.963769007,111223.68468426436,-437652.27908474265,301.2389632474748,434.15298808710344,1.0143173318556316
235000,235.00000000075804,-549512.1531679439,111639.53680703661,-437872.6163609073,302.3652598872938,434.64921899990617,1.0131593046616187
236000,236.0000000007628,-549089.0821363851,111043.32249980536,-438045.7596365798,300.750469114146,433.3134307803688,1.0162826010275874
237000,237.00000000076759,-550025.7606735243,110839.03191818495,-439186.7287553394,300.1971671516795,432.6167868362272,1.017919123559965
238000,238.00000000077236,-549886.812975815,111168.7352168581,-438718.07775895693,301.0901377465084,432.0893358627975,1.0191616963059975
239000,239.00000000077713,-550363.6177671696,111150.78798554823,-439212.82978162135,301.04152934652336,432.7495694436686,1.017606790596666
240000,240.0000000007819,-548925.3075511758,111565.84742362151,-437359.4601275543,302.1656790738607,433.5782574814515,1.0156618624090015
241000,241.00000000078668,-549153.8813364948,110944.02881214261,-438209.8525243522,300.4815414337382,433.23153753228183,1.0164747077325758
242000,242.00000000079146,-550401.95916449,111678.47564726975,-438723.48351722024,302.47072209972805,434.52830254090674,1.01344123712679
243000,243.00000000079623,-549354.9250690164,110633.61393301067,-438721.31113600574,299.6408117219709,433.1877506994848,1.0165774535004282
244000,244.000000000801,-547739.7901530685,110986.34468403598,-436753.4454690325,300.5961500210571,433.8423335681706,1.0150436377930474
245000,245.00000000080578,-548796.8554266552,111309.32871667313,-437487.526709982,301.470922111312,435.21986694628106,1.0118308789153119
246000,246.00000000081056,-549055.7949378286,110596.93684494181,-438458.85809288674,299.54147525405796,433.8042450182138,1.015132759881525
247000,247.00000000081533,-549090.565300751,111400.16480127838,-437690.4004994726,301.7169431636591,433.7638349543703,1.0152273311120674
248000,248.0000000008201,-548902.5563489622,110667.28213408479,-438235.27421487746,299.7319989004461,435.8676564638671,1.010327088883611
249000,249.00000000082488,-549405.5098355552,109704.62245453577,-439700.8873810194,297.1247250571932,435.5730641846149,1.0110104060682068
250000,250.00000000082966,-548933.6258692532,110167.6917505255,-438765.9341187277,298.37890500125525,434.9536542199314,1.0124501684747105
251000,251.00000000083443,-548421.3993614027,110406.18839602999,-438015.21096537274,299.02485089338893,434.3124100929549,1.0139450088460735
252000,252.0000000008392,-549671.347649606,111648.85081467169,-438022.4968349342,302.3904860071768,434.13294436136283,1.0143641624375486
253000,253.00000000084398,-549420.8719856562,109828.16787049314,-439592.70411516307,297.4593362789184,434.466396720351,1.013585639344874
254000,254.00000000084876,-549086.0735308249,110415.41647271183,-438670.657058113,299.04984427730983,433.9121076934243,1.0148804163003406
255000,255.00000000085353,-549818.2349977903,110074.60194469141,-439743.6330530989,298.12677995542555,433.4398114593821,1.015986277335597
256000,256.0000000008583,-549814.6838355092,110816.2754942698,-438998.40834123944,300.13553350263356,435.5845177993772,1.010983821735572
257000,257.00000000083463,-549227.3964617201,110496.99699668004,-438730.3994650401,299.27079750801,435.17608305920555,1.0119326811297866
258000,258.000000000811,-548793.3907069997,111738.1360964847,-437055.25461051497,302.6323068549841,435.74178375717247,1.0106189420178873
259000,259.00000000078734,-548592.8008966651,111152.11590846616,-437440.6849881989,301.0451259017373,434.43957306859875,1.013648221277774
260000,260.0000000007637,-549507.9256990114,110807.22123749761,-438700.7044615138,300.11101089370567,432.1467768080999,1.019026229343397
261000,261.00000000074004,-549746.0233757794,111929.10134760698,-437816.9220281724,303.14951840419394,432.98687154306384,1.0170490826298935
262000,262.0000000007164,-548680.6419118843,111998.25661238341,-436682.3852995009,303.33681898071677,435.402525489499,1.0114063991672493
263000,263.00000000069275,-548663.3455608701,112126.31862776342,-436537.0269331067,303.68366299019164,432.34417942629517,1.0185609554823056
264000,264.0000000006691,-547944.276462859,110990.48263527534,-436953.79382758366,300.6073572755628,432.5772774859916,1.0180120949786164
265000,265.00000000064546,-548894.5094141318,110777.43605572905,-438117.0733584027,300.0303405104005,433.3615675258364,1.0161697148361142
266000,266.0000000006218,-550970.9564624531,111456.28985198133,-439514.6666104718,301.86895262220173,434.6037105388961,1.0132653951518633
267000,267.00000000059816,-548902.3681522002,110730.78808778024,-438171.58006442,299.90399884547196,434.84213766194506,1.0127098143280957
268000,268.0000000005745,-549211.0555601758,110582.39347569918,-438628.6620844766,299.5020858966094,433.9147952972969,1.0148741302815951
269000,269.00000000055087,-549523.0624587392,110066.28368992265,-439456.7787688165,298.10425073919174,434.2505244008418,1.0140895076667107
270000,270.0000000005272,-548856.2412455841,110648.96103334404,-438207.28021224006,299.6823779100216,434.14887432315294,1.0143269429874828
271000,271.0000000005036,-549011.7728505488,110401.1028681511,-438610.66998239775,299.01107721604535,434.48126120959427,1.013550962514874
272000,272.00000000047993,-549664.90668617,110608.45270889811,-439056.4539772719,299.5726648961647,433.78754152803776,1.015171848740606
273000,273.0000000004563,-550465.6760271993,109765.04086962191,-440700.63515757734,297.28836269222813,434.42081454868276,1.0136919911426372
274000,274.00000000043264,-550850.7741033058,109842.26400808408,-441008.5100952217,297.49751435120345,434.4810733627055,1.013551400721292
275000,275.000000000409,-551635.2379261646,110572.98534978728,-441062.25257637736,299.476604866163,434.26168874608584,1.0140634366462515
276000,276.00000000038534,-549986.4629540844,109786.54815557355,-440199.91479851084,297.3466131677517,434.67776490077904,1.0130927690634939
277000,277.0000000003617,-549917.0859499779,109830.30059092154,-440086.7853590563,297.4651125530328,433.23830410933925,1.0164588318177004
278000,278.00000000033805,-550271.4951713602,110431.85904178419,-439839.636129576,299.0943774401387,434.11086051433125,1.0144157646088716
279000,279.0000000003144,-549358.1252666297,110661.23030754738,-438696.89495908236,299.7156080934246,433.68016303555345,1.015423203614593
280000,280.00000000029075,-548493.4994879491,109851.53277247283,-438641.96671547624,297.5226179339788,433.5495985667112,1.0157290006714195
281000,281.0000000002671,-549636.5579621578,110665.80488387728,-438970.7530782805,299.7279979062134,432.7956590763523,1.0174984227740886
282000,282.00000000024346,-549893.4904336492,110866.68021768569,-439026.81021596346,300.2720499889169,432.06302039536604,1.0192237699275772
283000,283.0000000002198,-550277.7694231542,110916.63412008125,-439361.1353030729,300.407345468567,432.91301418093866,1.017222596846224
284000,284.00000000019617,-551111.9480865421,110761.42391331156,-440350.5241732305,299.9869731179705,432.4403348159596,1.0183344730807207
285000,285.0000000001725,-549780.0257512443,110922.3569627048,-438857.6687885395,300.4228452533803,433.5083551424585,1.015825635814903
286000,286.0000000001489,-549191.1281944131,110872.88721115328,-438318.24098325986,300.28886105107847,432.5621570897612,1.0180476800292066
287000,287.0000000001252,-549834.0866728416,111171.67882451019,-438662.4078483314,301.09811023294276,433.3873377406245,1.0161092910315124
288000,288.0000000001016,-550371.1515188129,110798.23437421955,-439572.9171445933,300.0866708137631,433.2285286622274,1.0164817673791753
289000,289.00000000007793,-550775.5124860699,111434.04132470733,-439341.4711613626,301.80869456377803,431.91152120057336,1.019581277363425
290000,290.0000000000543,-550050.1983092194,110122.46560281841,-439927.73270640103,298.25641420367344,432.77477845441626,1.017547515283505
291000,291.00000000003064,-548565.5582679296,110276.44330726327,-438289.11496066634,298.67344843682145,432.8700191829251,1.0173236329115383
292000,292.000000000007,-549952.1176166451,110517.96984888316,-439434.1477677619,299.3276005196342,433.756016376451,1.0152456308789741
293000,292.99999999998334,-549800.2820294439,110288.19634943959,-439512.0856800043,298.705280453988,432.8739244700859,1.0173144548559951
294000,293.9999999999597,-549769.3295112532,111332.44813662709,-438436.8813746261,301.5335389012303,434.92305445893703,1.0125214011510575
295000,294.99999999993605,-548135.6739624995,110016.06804761587,-438119.6059148836,297.9682463614349,434.79621101406696,1.0128167848256926
296000,295.9999999999124,-548970.982429733,110573.62554044597,-438397.35688928707,299.47833876277724,434.6748419659993,1.0130995815214598
297000,296.99999999988876,-548864.9538814747,110560.2742787629,-438304.6796027118,299.4421781173278,434.304241486061,1.013964079620425
298000,297.9999999998651,-549729.8462574584,110769.42940666783,-438960.4168507906,300.00865524912604,433.0877295634619,1.0168122309480758
299000,298.99999999984146,-549709.2329222062,110982.69851518463,-438726.53440702154,300.5862747132239,432.9928958578756,1.01703493222717
300000,299.9999999998178,-548612.6627307041,110781.79420826543,-437830.8685224386,300.04214415955545,434.9481150060824,1.012463062375848
301000,300.99999999979417,-548878.092967961,109719.50056037435,-439158.59240758664,297.16502101745226,435.33461451707535,1.011564175713824
302000,301.9999999997705,-548663.545198834,110191.75392388768,-438471.79127494636,298.4440751507399,434.7029434901234,1.0130340893439704
303000,302.9999999997469,-548774.7478101328,110800.11439253298,-437974.63341759983,300.09176266779787,434.6350171911506,1.01319240989731
304000,303.99999999972323,-550041.7221218091,111087.21756547985,-438954.5045563293,300.8693548003467,433.1807373420595,1.0165939122679062
305000,304.9999999996996,-549012.907054387,110348.21749990172,-438664.6895544853,298.8678421348877,433.2649773225129,1.0163962552778867
306000,305.99999999967594,-549305.0771725015,110332.811444388,-438972.2657281135,298.8261162722366,434.8107459047075,1.0127829282999625
307000,306.9999999996523,-548782.2112230393,110643.3225759957,-438138.8886470436,299.66710667484585,434.0411078407347,1.0145787865218696
308000,307.99999999962864,-549461.0182603826,110228.07867472072,-439232.93958566186,298.54245734615296,433.9951666526219,1.014686186231517
309000,308.999999999605,-548138.3834839594,109944.89901864616,-438193.4844653132,297.7754916926517,434.2398859615102,1.0141143518370712
310000,309.99999999958135,-549269.924782936,110435.66507327196,-438834.25970966404,299.1046857209938,434.72101865698306,1.012991968628814
311000,310.9999999995577,-549742.2050135573,110608.13112713299,-439134.07388642436,299.57179392198503,434.1168718713817,1.014401717664941
312000,311.99999999953405,-548533.1343875728,110611.72157312474,-437921.412814448,299.5815183096568,434.38958250366863,1.0137648742760572
313000,312.9999999995104,-550320.4327477948,111590.39664214151,-438730.0361056533,302.23216833967217,433.52223877712635,1.0157931037998125
314000,313.99999999948676,-549809.0565074785,110819.47174712986,-438989.5847603486,300.14419025502025,433.54108546260846,1.0157489457400941
315000,314.9999999994631,-549641.1143066972,109608.29439903412,-440032.81990766304,296.8638295145456,434.0930277230378,1.0144574373920305
316000,315.99999999943947,-549543.6642928296,111100.6964213773,-438442.9678714523,300.90586102281037,434.08554597741886,1.0144749222232077
317000,316.9999999994158,-549692.5178409228,110658.642062495,-439033.8757784278,299.7085980734057,433.173922990875,1.0166099045231243
318000,317.9999999993922,-549029.8511450561,110576.45473073865,-438453.3964143174,299.4860013604786,433.31059581031167,1.0162892501397283
319000,318.9999999993685,-549215.7714274526,111251.05685123848,-437964.7145762141,301.3130982055508,432.6895317058271,1.0177479883961105
320000,319.9999999993449,-549352.7848995249,110007.95192178071,-439344.83297774417,297.9462645925418,434.5544402555333,1.0133802803503933
321000,320.99999999932123,-549511.7648501075,111230.25754589878,-438281.5073042087,301.25676522939926,433.995676869677,1.0146849933389945
322000,321.9999999992976,-548619.1239233003,111452.47426451114,-437166.64965878916,301.8586184598606,432.4884918559325,1.0182210828406346
323000,322.99999999927394,-549838.9842084092,110472.98364806618,-439366.00056034303,299.2057595957967,432.2864825287201,1.0186969019194432
324000,323.9999999992503,-549292.7554673115,110189.85846368677,-439102.8970036247,298.4389414737949,433.1757672341124,1.016605576312538
325000,324.99999999922665,-551376.2497982774,111226.7748929176,-440149.4749053598,301.2473327890303,433.2511488604082,1.0164286965008043
326000,325.999999999203,-549277.7286914121,110029.10012658848,-439248.62856482365,298.0035425303203,434.97577221449404,1.012398686602037
327000,326.99999999917935,-549795.2588831321,110578.68173187814,-439216.577151254,299.49203298509445,435.00880935378586,1.0123217990638793
328000,327.9999999991557,-549789.5358233121,110870.30489975621,-438919.2309235559,300.28186710181086,434.36688595825416,1.0138178455343472
329000,328.99999999913206,-549681.7899027332,110434.9076221268,-439246.88228060637,299.10263423530245,435.5308617571594,1.0111083717855998
330000,329.9999999991084,-549704.0356102083,110794.51126400847,-438909.5243461998,300.0765871174422,433.469567886646,1.0159165328275566
331000,330.99999999908476,-549553.6205210662,110362.00593699401,-439191.61458407226,298.90518682910704,433.56885475548376,1.0156838888762243
332000,331.9999999990611,-550793.8700131113,111366.29658575868,-439427.5734273526,301.62521426473654,432.67487126363017,1.0177824730323717
333000,332.99999999903747,-549315.9947338263,110717.94084774947,-438598.0538860768,299.8692032955992,433.1028557461202,1.0167767186273178
334000,333.9999999990138,-549747.7229243983,110891.52901670508,-438856.19390769314,300.33935064053435,432.65956862709965,1.0178184707460047
335000,334.9999999989902,-548800.6450847294,109622.79920880812,-439177.8458759213,296.9031144372744,433.6398574628025,1.01551758426965
336000,335.99999999896653,-550432.5624564546,111168.96364834497,-439263.59880810964,301.0907564318584,432.98105183845007,1.0170627528014022
337000,336.9999999989429,-550394.5185977756,110104.72183740989,-440289.7967603657,298.2083568720813,432.0217775021078,1.019321069969701
338000,337.99999999891924,-552249.4560860964,111689.05358035004,-440560.40250574634,302.49937144364657,431.40185625050975,1.0207858267488397
339000,338.9999999988956,-551488.2928848872,111383.27674727136,-440105.01613761584,301.67120344648663,431.13049514226446,1.0214283272825497
340000,339.99999999887194,-549511.8062520525,110761.78055567475,-438750.0256963778,299.9879390505058,433.42917852687,1.0160112016232439
341000,340.9999999988483,-549534.9452383718,111088.65663842787,-438446.288599944,300.87325239503735,433.93129522547093,1.014835540416242
342000,341.99999999882465,-548190.0407604389,110794.61088418216,-437395.42987625673,300.0768569293795,435.2295966552791,1.0118082590841175
343000,342.999999998801,-549103.0403000154,111021.77199744864,-438081.2683025667,300.69210159102505,434.96651335436417,1.012420236899697
344000,343.99999999877735,-548540.8451026017,110635.55337748199,-437905.2917251197,299.6460645262048,433.162407764706,1.0166369301670082
345000,344.9999999987537,-549046.2661348176,110418.00980079346,-438628.25633402413,299.0568680642387,436.28912177057316,1.0093510897235547
346000,345.99999999873006,-549748.1156024081,111102.47243303875,-438645.6431693693,300.910671184541,433.831053719507,1.015070029492127
347000,346.9999999987064,-549419.6119922413,110818.38309900864,-438601.2288932327,300.14124175324827,434.20566262035504,1.0141942825805437
348000,347.99999999868277,-549840.2878066888,110859.16977242366,-438981.1180342651,300.25170864929413,435.11722223843,1.0120695711105476
349000,348.9999999986591,-549230.4675332429,111248.15776664787,-437982.309766595,301.3052463056706,433.21868722844954,1.0165048588068883
350000,349.9999999986355,-548837.6376689989,110557.779013125,-438279.8586558739,299.43541992337003,433.86513207573967,1.0149902998353544
351000,350.9999999986118,-549545.1682516439,111301.67144558494,-438243.4968060589,301.45018310765056,433.52440285503184,1.0157880331385118
352000,351.9999999985882,-549321.9888275512,110883.1076326106,-438438.88119494065,300.3165421081527,433.77526433387345,1.0152005812731453
353000,352.99999999856453,-548643.7748261802,110775.85458285092,-437867.92024332925,300.0260572387973,434.7810654151148,1.012852066299646
354000,353.9999999985409,-550301.9467360852,111125.48649410135,-439176.4602419839,300.97300261974107,432.96105675913054,1.0171097229621076
355000,354.99999999851724,-549651.3915210464,110434.54911496921,-439216.8424060772,299.10166325214556,432.5230236695934,1.018139790010487
356000,355.9999999984936,-549949.5649799998,110001.73417754733,-439947.83080245246,297.92942441293513,433.6144822596353,1.0155770125546244
357000,356.99999999846995,-550020.4123735889,110743.84281742264,-439276.56955616624,299.93935636158113,434.01100911570444,1.014649147704595
358000,357.9999999984463,-549778.8854514081,110814.31284723384,-438964.57260417426,300.1302178564202,434.1272852583319,1.0143773852675826
359000,358.99999999842265,-550534.9547541863,110966.89154677861,-439568.0632074077,300.54346301544354,432.9598628720018,1.0171125276428896
360000,359.999999998399,-549848.6997362673,110737.87600501196,-439110.82373125537,299.92319580738274,433.1840739447017,1.0165860819478698
361000,360.99999999837536,-551012.0133264959,110313.0032436729,-440699.010082823,298.77246761040567,433.84634434342513,1.015034254028593
362000,361.9999999983517,-549314.5229575518,109628.29742929526,-439686.2255282565,296.9180058540077,433.09865053810944,1.016786591106941
363000,362.99999999832806,-549864.632485081,110359.36225130095,-439505.27023378003,298.8980266532903,432.7101951870865,1.0176993872382942
364000,363.9999999983044,-551076.097116611,111705.64224053643,-439370.45487607457,302.544300280615,432.93866634762423,1.0171623251134385
365000,364.99999999828077,-550768.9042541869,111365.36263646308,-439403.5416177238,301.6226847502871,431.7053896785334,1.0200681089980796
366000,365.9999999982571,-548195.5065504876,110711.71442302619,-437483.7921274614,299.8523396056963,434.63370567860807,1.013195467217845
367000,366.9999999982335,-548539.968910683,111934.48785835656,-436605.4810523264,303.16410726553516,434.9396730456315,1.0124827137750194
368000,367.99999999820983,-549706.3896986567,111250.1516401484,-438456.2380585084,301.3106465258472,432.5604472766018,1.0180517041403596
369000,368.9999999981862,-549760.2152379495,110747.7590090717,-439012.4562288778,299.9499630009457,432.58637787506603,1.017990678894753
370000,369.99999999816254,-550108.1464735498,110629.36237403715,-439478.7840995126,299.62929677152664,433.30383562812176,1.0163051057586352
371000,370.9999999981389,-549583.4639326474,110404.44607875793,-439179.01785388944,299.02013198976533,434.00329486019564,1.014667182735365
372000,371.99999999811524,-550463.2340004086,109857.92709579947,-440605.3069046091,297.53993636156963,433.32806745725713,1.016248273687229
373000,372.9999999980916,-549774.6364113716,110350.6043719966,-439424.03203937504,298.8743067550566,433.6784980796779,1.0154271019744068
374000,373.99999999806795,-549279.3852981362,110625.5120003313,-438653.87329780485,299.61886839391485,434.23961423374334,1.0141149864245642
375000,374.9999999980443,-549289.9359379066,110241.04964921094,-439048.8862886957,298.577588019254,435.885827890467,1.0102849698621543
376000,375.99999999802066,-550195.1795447851,110000.06566395576,-440195.1138808293,297.924905399688,433.746761618545,1.015267292948551
377000,376.999999997997,-550352.6714382395,110635.71520143806,-439716.95623680146,299.6465028112777,432.63005320099245,1.017887909624884
378000,377.99999999797336,-549695.865350748,110909.53678381699,-438786.32856693096,300.3881229960861,433.6442987735905,1.0155071835121279
379000,378.9999999979497,-549009.6948618065,110535.29370305213,-438474.40115875436,299.3745205608478,434.6429623917991,1.013173888909537
380000,379.99999999792607,-548716.8213980254,110692.88721581607,-438023.9341822093,299.8013478731626,434.96183993406277,1.01243111478565
381000,380.9999999979024,-550405.9154972723,111380.48340255622,-439025.43209471606,301.66363793318453,435.13561665711313,1.0120267880546108
382000,381.9999999978788,-550460.7906187875,110444.2639847013,-440016.5266340862,299.12797506958344,433.9918216033468,1.01469400705929
383000,382.9999999978551,-549944.9794791555,110726.19083763276,-439218.78864152275,299.89154762276564,435.0132291459694,1.0123115137399514
384000,383.9999999978315,-549030.428348471,110618.75009299931,-438411.67825547163,299.6005543993727,434.6079285596171,1.0132555610596812
385000,384.99999999780783,-549428.2423144979,110886.41028772492,-438541.832026773,300.32548704110854,434.0738684884315,1.0145022137065063
386000,385.9999999977842,-549667.8420198574,111774.22647427616,-437893.6155455812,302.7300542729012,432.3818273072496,1.0184722684488206
387000,386.99999999776054,-548876.7587642842,110884.79407252546,-437991.96469175874,300.32110967317243,433.0635195876741,1.0168690748021032
388000,387.9999999977369,-549324.6628595493,111568.22622567456,-437756.4366338747,302.1721218370749,432.1115993142049,1.0191091865910582
389000,388.99999999771325,-550104.583893803,111758.94975799962,-438345.6341358033,302.68867871349556,433.91055787143597,1.0148840412040359
390000,389.9999999976896,-549196.2817612472,110393.80482965044,-438802.47693159676,298.9913111603,434.78002409053056,1.0128544921419074
391000,390.99999999766595,-548700.4601838188,110120.5549344602,-438579.9052493586,298.25123933685467,434.45317299044876,1.0136164905011338
392000,391.9999999976423,-550081.5114055299,110814.77951189328,-439266.73189363664,300.13148177407044,433.6971739159009,1.0153833757262467
393000,392.99999999761866,-550527.2062291447,110191.73630211654,-440335.46992702817,298.44402742381834,432.14224802025853,1.0190369085899151
394000,393.999999997595,-550929.9930849005,110713.55233057222,-440216.44075432833,299.85731740665005,432.8053120968122,1.0174757291221892
395000,394.99999999757136,-549441.4748501256,110780.48878756039,-438660.98606256524,300.0386085494837,433.1803306853844,1.0165948666157172
396000,395.9999999975477,-548621.8610850321,111078.57880000709,-437543.282285025,300.8459575108023,436.2747660268362,1.0093843027047147
397000,396.99999999752407,-549258.6209419118,109658.22694916185,-439600.39399275,296.9990671635723,436.12214185302224,1.009737544217761
398000,397.9999999975004,-550150.7143692574,110807.84990646766,-439342.8644627898,300.1127135849023,434.1154713702029,1.0144049902292585
399000,398.9999999974768,-550567.0249810815,110056.92909466161,-440510.0958864199,298.07891469151417,433.24739416213487,1.0164375052856307
400000,399.99999999745313,-550558.1677343845,110574.95480928404,-439983.21292510047,299.48193896329025,433.0398391257852,1.016924681532007
401000,400.9999999974295,-550442.6001799116,110974.57825959804,-439468.02192031353,300.5642817592847,433.45993111360633,1.0159391188991895
402000,401.99999999740584,-549899.2321480368,111395.09852941515,-438504.1336186217,301.7032216394357,432.6581971492911,1.017821697116047
403000,402.9999999973822,-549491.7155841812,110032.67652954473,-439459.0390546365,298.0132288837418,433.5173368316688,1.0158045897588919
404000,403.99999999735854,-549265.2493313183,110466.28447902447,-438798.96485229384,299.1876155220549,434.4473037841849,1.0136301840474014
405000,404.9999999973349,-549000.5541000939,110152.61029894551,-438847.9438011484,298.3380582980452,433.8776278158408,1.0149610679640184
406000,405.99999999731125,-550023.4303252334,110505.54923549306,-439517.8810897403,299.29396044817685,433.1124526423031,1.016754188911189
407000,406.9999999972876,-550119.6908261506,110621.68400603405,-439498.00682011654,299.6085006288413,434.118995672052,1.014396755000166
408000,407.99999999726396,-549346.1429313128,110764.08623676503,-438582.05669454776,299.99418377242085,434.2010293368303,1.0142051048710103
409000,408.9999999972403,-549744.8105874388,111170.45630273479,-438574.35428470396,301.09479914688035,434.77569579032485,1.012864575360333
410000,409.99999999721666,-550122.3073914512,111036.05776764441,-439086.2496238068,300.7307932655113,433.6903034456922,1.015399461308926
411000,410.999999997193,-549294.2133039804,110428.20975965084,-438866.00354432955,299.08449370027193,432.84694534551306,1.0173778635359048
412000,411.99999999716937,-549348.0180381816,110954.40787664999,-438393.6101615316,300.5096521606985,431.83662229793094,1.0197581162763059
413000,412.9999999971457,-548942.9488080582,111048.18484896063,-437894.76395909756,300.7636383327583,433.4825234396609,1.0158861699875619
414000,413.9999999971221,-549915.8249579193,110821.21822025729,-439094.606737662,300.14892041439,433.2399429232491,1.0164549868654986
415000,414.9999999970984,-549591.4898084914,111033.98721260508,-438557.50259588636,300.7251853605478,433.0663434482627,1.0168624441863843
416000,415.9999999970748,-550338.7127504842,110580.36611824983,-439758.3466322344,299.49659498828436,432.5495902959331,1.0180772572050707
417000,416.99999999705113,-549950.1607647305,111079.1123310517,-438871.0484336788,300.84740252981237,433.4135835438293,1.0160477594932784
418000,417.9999999970275,-550139.0840342175,110608.97308641073,-439530.1109478068,299.5740742900617,431.3459918382272,1.0209180305976215
419000,418.99999999700384,-550485.1548242946,110925.14483242697,-439560.00999186764,300.43039593817514,433.63840270139457,1.0155209911076548
420000,419.9999999969802,-550206.2813837435,110294.3418595012,-439911.9395242423,298.7219249940861,433.1719044991176,1.01661464171566
421000,420.99999999695655,-550058.0331138279,110109.03810915386,-439948.99500467407,298.22004709102106,433.9181523119306,1.014866278691869
422000,421.9999999969329,-549168.9635668132,110386.15579744696,-438782.8077693662,298.97059447088833,433.55496181960945,1.015716435686616
423000,422.99999999690925,-549832.5183302718,110456.93409290246,-439375.58423736936,299.1622908744373,433.47214692149566,1.0159104884157968
424000,423.9999999968856,-549466.8712705504,110931.30659232917,-438535.56467822124,300.44708448944897,433.49409686418863,1.015859047860635
425000,424.99999999686196,-549066.2968673995,110824.7912572184,-438241.5056101811,300.158597651328,434.02829212288486,1.0146087443741583
426000,425.9999999968383,-549206.2583326036,110534.17482181187,-438672.08351079177,299.37149017549626,433.58560713099376,1.015644646065517
427000,426.99999999681467,-548499.5787398927,110954.06091796196,-437545.5178219307,300.5087124554931,433.1648464425924,1.0166312065954386
428000,427.999999996791,-550236.1348616136,111354.69334788912,-438881.4415137245,301.59378797854527,432.67266326374937,1.017787666944005
429000,428.9999999967674,-549519.3322580066,110397.3766128358,-439121.95564517076,299.0009850015034,434.6973809828899,1.013047052406773
430000,429.9999999967437,-549565.4840247547,110700.45454492362,-438865.0294798311,299.8218432773688,434.59957536792564,1.013275036269538
431000,430.9999999967201,-548961.3648089073,110616.70471246255,-438344.6600964447,299.59501467719855,433.19673297809936,1.0165563748975084
432000,431.99999999669643,-548789.8571227733,111301.30894568963,-437488.54817708366,301.44920131053647,433.9444748548699,1.0148047181403548
433000,432.9999999966728,-548888.9407237805,110983.63037583907,-437905.3103479415,300.5887985707838,434.0815899914163,1.0144841676016914
434000,433.99999999664914,-548931.1591104134,110715.54255313589,-438215.6165572775,299.86270773860514,434.16117174553295,1.0142982126272824
435000,434.9999999966255,-548392.8416189877,110177.05262967414,-438215.7889893136,298.40425806825556,434.6584554054681,1.0131377752282895
436000,435.99999999660184,-549636.42311309,111048.3894834735,-438588.0336296165,300.7641925662264,434.00940225120047,1.0146529043137626
437000,436.9999999965782,-549352.5817950964,110910.52779952012,-438442.0539955763,300.39080706957117,435.4492289449095,1.0112979222874534
438000,437.99999999655455,-548957.1154921846,110035.09957433387,-438922.0159178508,298.0197914742751,435.18074175811944,1.0119218481833114
439000,438.9999999965309,-549631.4167359108,110857.44941841369,-438773.9673174971,300.24704923111483,432.66792357257657,1.0177988163705236
440000,439.99999999650726,-549596.5529643795,110952.6819055127,-438643.87105886685,300.5049775290545,431.7203848362851,1.0200326784676965
441000,440.9999999964836,-548877.8062306698,110294.57789703229,-438583.2283336376,298.7225642796965,433.6531297026057,1.015486503684778
442000,441.99999999645996,-549728.4531208957,110500.40205067626,-439228.0510702194,299.28001977877483,433.10905603435816,1.016762162688943
443000,442.9999999964363,-549136.6997069526,110146.04419638222,-438990.65551057033,298.3202746224337,434.00542327832454,1.0146622066776692
444000,443.99999999641267,-548921.6908137789,109905.52095009491,-439016.169863684,297.66883987133565,434.19385888866714,1.01422185385302
445000,444.999999996389,-550491.4320536233,110018.65408733342,-440472.77796628984,297.97525040851036,433.5596670475413,1.0157054125732887
446000,445.9999999963654,-550085.1365265567,110404.29485944647,-439680.8416671102,299.019722426382,433.9400767821347,1.014815003396779
447000,446.9999999963417,-548943.0699802279,111142.43618810677,-437800.6337921211,301.01890928309297,433.87525326451464,1.0149666227338094
448000,447.9999999963181,-549871.8414588617,111194.07679091173,-438677.76466795,301.1587730332879,434.2461805843999,1.0140996517252516
449000,448.99999999629443,-550797.3817060599,110645.74156518589,-440151.640140874,299.6736582811681,433.0452057405308,1.0169120790532848
