#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
676000,675.9999999909267,-550514.7034109579,110287.78228984284,-440226.9211211151,298.70415901223754,433.59380869609873,1.0156254348232874
677000,676.999999990903,-549958.6718781847,110533.93855151173,-439424.7333266729,299.3708502594526,434.6088993266691,1.013253297794673
678000,677.9999999908794,-549899.4044656307,110226.31291295611,-439673.09155267454,298.53767494531064,432.5954113703832,1.0179694211241224
679000,678.9999999908557,-549672.7650878183,110349.79271391532,-439322.9723739029,298.87210845494087,432.4675194204049,1.0182704612911626
680000,679.9999999908321,-549938.7876018714,110472.0634848919,-439466.7241169795,299.20326741976936,434.21680336175064,1.014168261302372
681000,680.9999999908084,-550343.4268845362,110798.99207671522,-439544.43480782094,300.0887229802139,433.1502194981335,1.0166655369675004
682000,681.9999999907848,-549848.1707755504,110849.54341789184,-438998.6273576586,300.22563656701016,433.93495409916704,1.0148269834769366
683000,682.9999999907611,-549973.5807724474,111027.3467461993,-438946.2340262481,300.7072002774135,433.1645435116927,1.0166319175700802
684000,683.9999999907375,-549401.0127767203,110425.78918506566,-438975.2235916547,299.07793780005545,434.6702875225464,1.0131101967047118
685000,684.9999999907138,-549945.0873072515,110326.66968571991,-439618.41762153164,298.80948189243753,434.1719228121298,1.0142730963379505
686000,685.9999999906902,-549583.9521605382,110449.24778952895,-439134.70437100925,299.1414732395422,432.9602490628628,1.0171116204012578
687000,686.9999999906665,-550282.4446555502,110962.32127604843,-439320.12337950175,300.53108486396957,430.96051135542695,1.021831209334338
688000,687.9999999906429,-549991.5897951359,110053.86971628631,-439937.7200788496,298.0706286508874,432.41928624060495,1.0183840418455166
689000,688.9999999906192,-550721.4635547507,110013.7734899671,-440707.69006478356,297.9620317663225,432.178248546809,1.0189520226304598
690000,689.9999999905956,-550296.5191843738,110873.74537464231,-439422.7738097315,300.29118530674816,434.069847024429,1.014511612618135
691000,690.999999990572,-549493.5964175472,109810.45424370989,-439683.1421738373,297.41136057497823,433.23674350343384,1.0164624933068962
692000,691.9999999905483,-549690.1258480833,109815.55843380973,-439874.56741427357,297.4251847972045,433.4561003595107,1.0159480974622723
693000,692.9999999905247,-550372.3866654397,111135.85670437169,-439236.529961068,301.0010893658273,433.79053401546196,1.0151648456163964
694000,693.999999990501,-549904.3522825954,110558.39981369526,-439345.9524689001,299.4371013037406,433.7956732963348,1.0151528187161873
695000,694.9999999904774,-549286.6847302206,111184.06941836729,-438102.6153118533,301.1316689992984,432.0712803885583,1.0192042852226613
696000,695.9999999904537,-549928.9898730875,111383.77169128321,-438545.2181818043,301.67254395612196,434.37377253213475,1.013801772438004
697000,696.9999999904301,-548373.4960692194,110817.37413890715,-437556.12193031225,300.138509079036,435.7258937989119,1.0106557970522896
698000,697.9999999904064,-549439.5982291992,111123.8328396919,-438315.7653895073,300.968523851201,434.9578078161018,1.0124405001596075
699000,698.9999999903828,-548502.8209337774,111029.2690269762,-437473.5519068012,300.71240659538387,434.06210219064326,1.0145297142302632
700000,699.9999999903591,-550146.230529001,110454.16474188305,-439692.0657871179,299.15479034581944,434.1879116732663,1.014235745985129
701000,700.9999999903355,-550033.3492772575,111211.63121121796,-438821.7180660395,301.2063175413526,433.6466996795419,1.0155015611074323
702000,701.9999999903118,-549963.1400530301,111202.28400112386,-438760.85605190624,301.18100149571006,431.89261936221914,1.0196258994746392
703000,702.9999999902882,-550797.7557194708,110695.43309665256,-440102.32262281823,299.80824315365896,433.58599734859183,1.0156437320082907
704000,703.9999999902645,-549544.6363595068,110102.48445052677,-439442.15190898,298.20229711864874,436.38436288370156,1.0091307983256517
705000,704.9999999902409,-548963.0106090107,110291.35630697329,-438671.65430203744,298.71383890387267,434.6706128469666,1.0131094384535726
706000,705.9999999902172,-549784.9891157979,110837.35178405774,-438947.6373317402,300.1926166652967,433.7005041643628,1.0153755789197114
707000,706.9999999901936,-549146.9445440825,110310.41451673716,-438836.53002734535,298.7654562852507,434.3056404625254,1.013960813460028
708000,707.99999999017,-549225.808137889,110212.31559208652,-439013.4925458025,298.49976450888727,433.80227188321874,1.0151373771786276
709000,708.9999999901463,-548969.3535285271,111110.1266287393,-437859.2268997878,300.93140185880225,432.9004940828382,1.017252016370749
710000,709.9999999901227,-549146.7511209492,110909.57514375611,-438237.17597719305,300.3882268903989,433.4374054318811,1.015991917114013
711000,710.999999990099,-549897.8827564945,111347.69620684232,-438550.18654965213,301.5748368754541,432.59863841421424,1.0179618274064153
712000,711.9999999900754,-549057.2680030852,110983.60280466068,-438073.6651984245,300.58872389682193,433.73354278570423,1.015298235099227
713000,712.9999999900517,-548194.0682976786,111621.67630017543,-436572.3919975032,302.31688637237914,435.4512618777883,1.0112932009765365
714000,713.9999999900281,-549284.4254790046,110249.12498995167,-439035.30048905296,298.5994593255276,434.83352757282336,1.0127298668797111
715000,714.9999999900044,-550704.2351760147,110613.66375023028,-440090.57142578444,299.58677851497526,433.4397848632077,1.0159863396772397
716000,715.9999999899808,-550004.1668471661,110641.54662649648,-439362.62022066966,299.66229668147577,434.04774849013836,1.0145632641236149
717000,716.9999999899571,-549715.7690579011,111153.60349379189,-438562.1655641092,301.0491548876726,434.48182990592454,1.0135496358708735
718000,717.9999999899335,-548865.8148224466,111239.80043316982,-437626.01438927674,301.2826112484021,433.8012726874505,1.0151397153943853
719000,718.9999999899098,-549274.335693059,110611.25055339187,-438663.08513966715,299.5802425966969,434.73439256291863,1.0129608055565251
720000,719.9999999898862,-549507.5194118829,110551.48975510016,-438956.0296567827,299.4183860553376,434.55676337354913,1.0133748628717472
721000,720.9999999898625,-549320.6692595617,111048.43488293618,-438272.2343766255,300.76431552643146,434.2345275472627,1.0141268659151712
722000,721.9999999898389,-549225.9349679747,109688.73854398535,-439537.1964239893,297.0817049688001,436.26359614654257,1.009410146487994
723000,722.9999999898153,-549720.8793072086,110574.45533606561,-439146.42397114297,299.4805861867219,434.9907090183249,1.0123639226398031
724000,723.9999999897916,-549860.6912938762,110840.3230662524,-439020.36822762375,300.20066410564516,434.2686741578717,1.0140471249684735
725000,724.999999989768,-549120.742856002,109880.2169060472,-439240.52594995475,297.60030623107235,434.93607496945344,1.0124910896953967
726000,725.9999999897443,-550347.7018640209,110864.76753201144,-439482.93433200946,300.26686965838604,434.4169415108754,1.0137010286985693
727000,726.9999999897207,-550194.5623448808,111476.56262901453,-438717.99971586623,301.92385954560535,433.61487581282944,1.0155760908067797
728000,727.999999989697,-550167.3271762077,111211.63373916794,-438955.69343703974,301.20632438806905,434.92340530441527,1.0125205843668816
729000,728.9999999896734,-550429.3224159544,111037.62049597257,-439391.70191998186,300.73502576925137,434.21158951498694,1.0141804390471276
730000,729.9999999896497,-550780.6737953094,110366.1256860831,-440414.5481092263,298.9163447847886,433.0761777756801,1.0168393531951738
731000,730.9999999896261,-550576.3843276324,110875.3870590323,-439700.99726860004,300.2956316556083,433.6414642203166,1.0155138215056068
732000,731.9999999896024,-550963.8767016893,110400.72327639163,-440563.1534252977,299.01004912721334,433.8293944010593,1.0150739119501797
733000,732.9999999895788,-549895.0105279153,110213.77271937506,-439681.23780854023,298.5037110020732,431.94885917948227,1.0194931440036046
734000,733.9999999895551,-548822.088002115,110890.33586812695,-437931.7521339881,300.3361191090337,434.28414783137805,1.0140109941674527
735000,734.9999999895315,-549353.0234430158,111180.27408626571,-438172.74935675005,301.1213896967316,434.06920966415237,1.014513102263997
736000,735.9999999895078,-549668.6018908331,110636.64199916727,-439031.95989166584,299.6490129563775,435.0324083363956,1.0122668841562223
737000,736.9999999894842,-548122.9504039232,110549.76640695869,-437573.1839969645,299.4137185278327,435.1303668000756,1.0120389981791178
738000,737.9999999894605,-549088.0686265333,110587.85679978668,-438500.2118267466,299.5168827997031,433.6886249150703,1.0154033912692513
739000,738.9999999894369,-550324.4042203696,111758.96606808901,-438565.43815228064,302.6887228878495,433.8626572976582,1.014996089399643
740000,739.9999999894133,-550114.9949827925,110806.47274781816,-439308.52223497437,300.1089836793073,433.51294818484513,1.0158148732062604
741000,740.9999999893896,-549827.5720843268,110894.91885985603,-438932.65322447073,300.3485317141453,434.3239888516758,1.0139179778164389
742000,741.999999989366,-549437.9702004474,110430.0730649135,-439007.89713553386,299.0895402885694,431.5476478750301,1.0204409702197819
743000,742.9999999893423,-550620.0798548558,110183.12865166664,-440436.95120318915,298.4207144064077,433.76165982409543,1.015232422045426
744000,743.9999999893187,-549674.7092687236,109970.89090717421,-439703.8183615494,297.845888295455,434.22853519366623,1.014140860865479
745000,744.999999989295,-549068.0765515948,111588.63812050055,-437479.4384310942,302.2274055480286,436.0155632737373,1.0099843619967075
746000,745.9999999892714,-548844.7438351223,111810.42488810432,-437034.318947018,302.82809429633465,436.93603976266087,1.0078566664651065
747000,746.9999999892477,-549201.4802266052,111161.03950130765,-438040.44072529755,301.069294619611,435.2763257813934,1.0116996363244088
748000,747.9999999892241,-549919.5825564074,110862.3395107757,-439057.24304563174,300.2602935896118,433.0152896857094,1.0169823352272125
749000,748.9999999892004,-549168.8865800276,110976.05103803787,-438192.83554198977,300.56827064215224,432.82115978119606,1.0174384743950136
750000,749.9999999891768,-549092.9477825733,109890.75760776916,-439202.1901748041,297.6288547373338,434.83017782338965,1.0127376685261265
751000,750.9999999891531,-548171.0451946012,109680.32990574697,-438490.7152888542,297.0589309573794,434.440427912822,1.0136462267319843
752000,751.9999999891295,-549749.4806426028,110824.35800620454,-438925.12263639824,300.1574242314165,434.90034786406704,1.0125742659357515
753000,752.9999999891058,-550725.6859225854,110226.70167511748,-440498.98424746795,298.53872787131985,433.22339969072425,1.0164938015999077
754000,753.9999999890822,-550247.8867900833,110052.89315795375,-440194.9936321295,298.0679837338404,433.49178033400096,1.0158644764944815
755000,754.9999999890586,-550341.9831553344,111209.4818196611,-439132.50133567327,301.2004961150436,433.70139470972,1.015373493987501
756000,755.9999999890349,-549697.7912028916,111541.64442893356,-438156.14677395805,302.100127522966,431.7221260993567,1.0200285643740992
757000,756.9999999890113,-548781.4319053977,110806.85740259243,-437974.57450280525,300.1100254808421,433.37313019991984,1.0161426027739966
758000,757.9999999889876,-549290.1887457008,111052.31656291598,-438237.8721827848,300.77482869416275,434.3439690067921,1.0138713368131842
759000,758.999999988964,-550440.0993109178,111413.59920661213,-439026.5001043057,301.753328995922,433.75875212397807,1.0152392276520412
760000,759.9999999889403,-549489.0846093213,110919.51027055446,-438569.57433876686,300.4151352535319,434.6970280600402,1.0130478748818061
761000,760.9999999889167,-549822.3470537052,111358.22115655802,-438464.1258971472,301.6033427188775,432.78984289308266,1.0175120967486528
762000,761.999999988893,-548875.4650681913,110672.23338934543,-438203.2316788458,299.7454089129423,435.16576304993816,1.011956679237023
763000,762.9999999888694,-549908.3905891376,110138.88839557082,-439769.50219356676,298.3008938041866,435.6287172478962,1.01088124602003
764000,763.9999999888457,-549821.7272330364,109980.11212373176,-439841.61510930466,297.87086309936984,435.5403045431075,1.0110864503243124
765000,764.9999999888221,-548911.3729430106,109918.32559368713,-438993.0473493235,297.7035200527324,434.2414647937399,1.0141106646801477
766000,765.9999999887984,-549003.1992396233,110386.56236200716,-438616.6368776161,298.97169561303224,433.51977679797386,1.0157988725365084
767000,766.9999999887748,-548877.1728960145,110706.46362608315,-438170.70926993137,299.8381183125262,433.0018352207025,1.017013935447186
768000,767.9999999887511,-549030.7777327537,111777.07425519906,-437253.7034775546,302.73776722158834,433.17244865957775,1.016613364622685
769000,768.9999999887275,-548515.2825827701,110960.05105387591,-437555.23152889416,300.5249361792219,433.9182317361562,1.014866092931137
770000,769.9999999887038,-549261.9397497098,110568.76447249355,-438693.17527721624,299.4651730141832,433.6705298370206,1.0154457593859498
771000,770.9999999886802,-550207.4509324888,111042.69113742479,-439164.759795064,300.7487591280985,433.0348942054635,1.0169362940177225
772000,771.9999999886566,-549352.2174757142,110548.75199015997,-438803.4654855542,299.41097107466567,432.6975551630458,1.0177291164211089
773000,772.9999999886329,-548895.046810084,111036.9244385563,-437858.1223715277,300.73314056274137,432.64858268838196,1.0178443154888115
774000,773.9999999886093,-549520.8052857872,111261.95315370416,-438258.85213208303,301.3426098232184,433.6532708452205,1.0154861731709088
775000,774.9999999885856,-548538.651266918,110730.51362446637,-437808.1376424517,299.90325548721734,433.1540373134925,1.0166565760876112
776000,775.999999988562,-550044.5474639381,111126.00257231819,-438918.54489161994,300.974400369397,433.99079750808346,1.0146964014495223
777000,776.9999999885383,-549925.2563854638,111727.63247786163,-438197.62390760216,302.60385878483305,432.2831906855624,1.0187046593120472
778000,777.9999999885147,-548424.8775754767,111812.17025991384,-436612.7073155628,302.83282147288764,433.38123545015543,1.0161235985130899
779000,778.999999988491,-548406.1646104613,110407.9133807579,-437998.2512297034,299.02952285343525,434.6475019103862,1.0131633071813997
780000,779.9999999884674,-549758.2932484797,110585.22180343873,-439173.071445041,299.50974615816614,435.34209923991784,1.0115467841555394
781000,780.9999999884437,-548913.1515538008,110952.01587507802,-437961.13567872276,300.50317364782,434.72450566603965,1.0129838432249711
782000,781.9999999884201,-548794.6746411966,110706.0449172488,-438088.62972394784,299.83698427874987,434.495987892469,1.0135166095081298
783000,782.9999999883964,-548935.0232076552,110228.16865383176,-438706.8545538234,298.5427010461724,432.7264482902589,1.0176611626897263
784000,783.9999999883728,-549661.8074155254,111436.76286759682,-438225.0445479286,301.8160656085406,433.8771320582841,1.0149622276808643
785000,784.9999999883491,-549089.1712305592,110317.26055718493,-438771.9106733743,298.7839981464801,434.0096839181501,1.0146522458165008
786000,785.9999999883255,-549795.9284539423,110802.3212439398,-438993.6072100025,300.09773971874455,433.48556148141324,1.0158790502473114
787000,786.9999999883019,-550272.9394646036,111840.49053087152,-438432.448933732,302.9095242820636,434.0817784539585,1.0144837271495122
788000,787.9999999882782,-550583.6104159742,110266.21749099187,-440317.3929249823,298.645752768397,433.08562014550165,1.0168171835068365
789000,788.9999999882546,-551045.1895120749,110139.9229885207,-440905.2665235542,298.30369590257504,432.9993606474069,1.0170197476394307
790000,789.9999999882309,-548602.2944364743,109921.07562830241,-438681.2188081719,297.71096826467357,434.25322393003023,1.0140832035932468
791000,790.9999999882073,-549726.8970632898,110553.77201052697,-439173.1250527628,299.4245673310307,435.25121895267444,1.011757994735318
792000,791.9999999881836,-550024.7853697948,110433.3112071788,-439591.474162616,299.0983104944984,434.96725427895495,1.012418512339877
793000,792.99999998816,-549306.9807169773,109896.39173271507,-439410.5889842622,297.6441142386022,435.16340917708175,1.0119621530827299
794000,793.9999999881363,-550177.9848191184,109713.71574976371,-440464.2690693547,297.1493533981328,433.2533822494185,1.0164234568863582
795000,794.9999999881127,-549726.9420721023,110389.83969552524,-439337.1023765771,298.9805719648093,432.7385165724742,1.0176327819895101
796000,795.999999988089,-549581.186585417,110271.27583612822,-439309.9107492888,298.6594528238209,432.33066494285345,1.01859279528985
797000,796.9999999880654,-550278.8148606117,111107.91963251273,-439170.89522809896,300.92542441562483,434.1752838502172,1.0142652446461695
798000,797.9999999880417,-550324.4292418412,111614.20155217999,-438710.2276896612,302.29664171546926,433.59741801957534,1.0156169806199806
799000,798.9999999880181,-549514.7704891851,110758.86434635741,-438755.9061428277,299.98004076990253,433.509140643414,1.0158237951801092
800000,799.9999999879944,-548770.1027804622,110127.64068915459,-438642.4620913076,298.2704304417351,434.4692763008961,1.0135789214901323
801000,800.9999999879708,-550309.4866306745,110500.80936277634,-439808.6772678981,299.2811229455607,433.1785747987108,1.016598987376721
802000,801.9999999879471,-549753.7920055338,110725.70870447224,-439028.0833010616,299.8902418101248,433.99161413340516,1.014694492134346
803000,802.9999999879235,-548993.0878383331,110316.68989254488,-438676.3979457882,298.7824525545945,433.4617730123388,1.015934801893419
804000,803.9999999878999,-549411.7059016014,110474.93470906501,-438936.77119253634,299.2110438623105,434.2664859293798,1.0140522346577607
805000,804.9999999878762,-548948.4784331974,111130.65346495438,-437817.824968243,300.98699687777446,432.54725959832007,1.0180827429183208
806000,805.9999999878526,-548063.4317621645,110495.00552467885,-437568.4262374856,299.2654037920701,432.74005014376445,1.0176291756387275
807000,806.9999999878289,-549574.2265470973,110617.97311449249,-438956.25343260483,299.5984500256457,432.32473206882094,1.0186067736313524
808000,807.9999999878053,-550014.950967826,110354.57483052555,-439660.3761373004,298.88506037119754,431.8465574566041,1.0197346554925657
809000,808.9999999877816,-550268.0600733231,110276.1627324175,-439991.89734090556,298.6726885260534,432.72096503135026,1.0176740580659325
810000,809.999999987758,-550860.4065699028,109866.42426619859,-440993.9823037042,297.56295015408006,432.29800716767716,1.0186697444636912
811000,810.9999999877343,-550709.2813387732,109822.18021982373,-440887.1011189495,297.44311928624217,432.7624263924386,1.017576558493376
812000,811.9999999877107,-549492.4913739776,109889.32845626236,-439603.16291771526,297.62498401394015,433.8870074860155,1.014939126767593
813000,812.999999987687,-550354.1576606687,110772.23089074192,-439581.9267699268,300.0162428071217,434.72358893670844,1.0129859793685454
814000,813.9999999876634,-550578.2137158755,111584.85378122726,-438993.35993464827,302.21715601851076,433.8911434341126,1.0149294521392591
815000,814.9999999876397,-550605.7530943002,111094.21396168077,-439511.5391326194,300.8883038860924,434.55921100805836,1.0133691550850468
816000,815.9999999876161,-549999.1799484519,110384.00275025226,-439615.1771981997,298.96476314362565,433.00078492177573,1.0170164023448964
817000,816.9999999875924,-548919.1312702005,110236.62596212141,-438682.50530807907,298.5656068758819,434.99041398338466,1.012364609281899
818000,817.9999999875688,-548505.9220925798,110439.14856269653,-438066.77352988324,299.1141204267916,435.4732839841119,1.0112420593629972
819000,818.9999999875452,-548174.8675697991,111748.09503990621,-436426.77252989286,302.6592797232168,435.2180399317078,1.0118351265098318
820000,819.9999999875215,-548570.8867649282,111300.95075125038,-437269.93601367786,301.448231174348,434.6141676069376,1.0132410154008775
821000,820.9999999874979,-548818.2972034118,110946.27772806189,-437872.0194753499,300.4876324124886,434.4401267547423,1.0136469294013104
822000,821.9999999874742,-548088.0335704754,110293.67402632258,-437794.35954415286,298.720116230288,433.3952603731544,1.0160907161617363
823000,822.9999999874506,-548802.5869247378,110605.99516071042,-438196.59176402737,299.5660088563986,434.3592276287989,1.013835720488014
824000,823.9999999874269,-548987.4277496631,110478.75600693969,-438508.67174272344,299.2213934907488,434.4580358158229,1.01360514523972
825000,824.9999999874033,-549287.9640354081,110508.9003525041,-438779.063682904,299.3030366356543,433.62955877523166,1.015541702778436
826000,825.9999999873796,-548220.8395710285,111176.53664377393,-437044.3029272546,301.11126718276694,434.09673016493343,1.014448785012373
827000,826.999999987356,-549590.246947811,111872.2951655593,-437717.9517822517,302.99566416501216,434.22289197705635,1.0141540407706764
828000,827.9999999873323,-549776.8714912036,110544.11410098526,-439232.7573902183,299.3984097849492,434.31658593431615,1.0139352600277158
829000,828.9999999873087,-550248.3303227224,110586.8488538044,-439661.48146891803,299.5141528721381,431.86442981495793,1.0196924546028172
830000,829.999999987285,-549510.2854364957,110997.24535568408,-438513.0400808116,300.62567347224734,432.6131055374914,1.017927785489839
831000,830.9999999872614,-550889.5905174743,110823.17481570394,-440066.4157017704,300.15421967043886,433.1630911236632,1.016635326318558
832000,831.9999999872377,-550294.142596663,111160.44681691565,-439133.69577974733,301.06768938928366,433.1553294642133,1.0166535432875086
833000,832.9999999872141,-549144.7255444936,110381.91674027196,-438762.8088042217,298.9591133803978,433.44122216885035,1.0159829706324321
834000,833.9999999871904,-549705.4527783296,111136.40982954769,-438569.0429487819,301.00258745371235,433.7059333566703,1.0153628683043885
835000,834.9999999871668,-549574.7968666716,109784.57327939663,-439790.223587275,297.341264400052,433.65452846181284,1.0154832282177793
836000,835.9999999871432,-549513.1553575122,109897.37471133668,-439615.7806461755,297.6467765444025,432.70679346809845,1.0177073878691647
837000,836.9999999871195,-549043.507344149,110363.04085434729,-438680.46648980177,298.9079898061118,434.52107670817486,1.0134580900650145
838000,837.9999999870959,-548523.8810787499,109904.40960256453,-438619.47147618537,297.6658298903337,434.12793985777347,1.0143758557395126
839000,838.9999999870722,-550326.0838015983,111051.44801715744,-439274.63578444085,300.7724763190856,433.7610699819668,1.0152338025908332
840000,839.9999999870486,-548610.1098575019,109514.11848852714,-439095.9913689748,296.6087628556362,434.1311167672262,1.014368432682007
841000,840.9999999870249,-550454.1926492401,110010.04899856384,-440444.1436506763,297.9519443291716,433.8195356473783,1.0150969799838747
842000,841.9999999870013,-550988.8481944678,110660.12825175427,-440328.71994271356,299.7126232782254,433.94581032437156,1.0148015950758642
843000,842.9999999869776,-551794.0274442411,110991.25721472543,-440802.7702295157,300.60945515166856,431.2435366988786,1.021160581013308
844000,843.999999986954,-550457.429984712,110556.24651253165,-439901.1834721804,299.4312692886269,433.1125033811799,1.0167540697990294
845000,844.9999999869303,-549240.4545912622,110624.07758590137,-438616.3770053608,299.61498341638537,432.5879604235762,1.0179869547512732
846000,845.9999999869067,-548957.4462908795,110692.79566365771,-438264.6506272218,299.80109991269137,433.1845874901301,1.0165848767731012
847000,846.999999986883,-548966.5544505087,110929.89339440886,-438036.6610560998,300.44325697485453,433.3921451322105,1.016098019864485
848000,847.9999999868594,-548925.4718718021,110749.4094239407,-438176.0624478614,299.954432995493,435.7295429736512,1.0106473329495815
849000,848.9999999868357,-549773.3169994969,110164.74104999681,-439608.5759495001,298.370913304427,434.02527969013266,1.0146157864538603
850000,849.9999999868121,-548844.0191152105,110558.40029818611,-438285.6188170244,299.43710261593884,434.519311358175,1.0134622075074216
851000,850.9999999867885,-549104.4816748276,110913.75190916093,-438190.7297656667,300.399539269447,434.15030723777613,1.0143235951978233
852000,851.9999999867648,-548363.9687842312,110113.95872840856,-438250.01005582267,298.23337412875617,434.0773901930792,1.0144939829687578
853000,852.9999999867412,-549781.3986687851,110804.16441522923,-438977.2342535559,300.1027317760558,434.0130596717227,1.0146443538513457
854000,853.9999999867175,-549902.4726156481,111487.85518156282,-438414.61743408523,301.9544443696176,433.1806637351025,1.0165940850096529
855000,854.9999999866939,-548078.6782953772,110143.4216660957,-437935.25662928144,298.3131717440599,434.27062134385835,1.0140425781760944
856000,855.9999999866702,-549029.5908567738,110595.8828696094,-438433.7079871644,299.53862066029654,433.3121302092601,1.0162856513640468
857000,856.9999999866466,-548464.4318378055,110345.81245213258,-438118.61938567297,298.8613282876024,433.4477446093423,1.0159676823109465
858000,857.9999999866229,-549730.1957920799,110936.2734188445,-438793.9223732354,300.4605366752344,433.744333631368,1.0152729761489465
859000,858.9999999865993,-549529.9488684535,110196.50234082172,-439333.4465276318,298.45693579457065,433.89336372621227,1.0149242586054725
860000,859.9999999865756,-549182.8420161102,111068.2991617464,-438114.5428543638,300.8181160705461,434.32100232723565,1.013924949827474
861000,860.999999986552,-549015.5141292135,110655.1337348859,-438360.3803943276,299.6990960957047,434.22031875817015,1.0141600507159012
862000,861.9999999865283,-550007.9158822754,109980.43745528214,-440027.4784269933,297.8717442294927,432.8167995571814,1.0174487241350283
863000,862.9999999865047,-549956.1020814432,110752.16204436612,-439203.94003707706,299.9618882108594,433.1241115583997,1.016726819731171
864000,863.999999986481,-550471.501822006,110863.23717250337,-439608.2646495026,300.26272482257235,432.4323530195672,1.0183532694042767
865000,864.9999999864574,-549922.7904403447,110381.02193922398,-439541.76850112074,298.9566898953212,432.83546614536095,1.0174048453454823
866000,865.9999999864337,-549135.0199198802,111472.26129682563,-437662.7586230546,301.91220978905534,434.51919067939366,1.0134624889757355
867000,866.9999999864101,-548445.9069423941,110494.88273886882,-437951.0242035253,299.2650712381701,434.23637237859344,1.014122557448321
868000,867.9999999863865,-550054.4346047337,110629.26401134604,-439425.1705933877,299.62903036536346,435.4337447473964,1.011333884444641
869000,868.9999999863628,-549623.273579808,110259.05908971583,-439364.2144900921,298.6263649070344,434.7437173053556,1.0129390787362524
870000,869.9999999863392,-549063.8937148,110836.60114812126,-438227.2925666787,300.19058363796154,433.7894803468046,1.0151673114377875
871000,870.9999999863155,-549853.4659668393,111413.02750705229,-438440.43845978705,301.7517806010529,434.30243080751177,1.0139683070041061
872000,871.9999999862919,-550149.4772392348,110825.3775354515,-439324.09970378334,300.16018553117226,434.11354481410996,1.014409492065559
873000,872.9999999862682,-548692.1739003817,110823.80036996718,-437868.3735304145,300.15591392574294,435.3224315787925,1.0115924853597966
874000,873.9999999862446,-548365.2013578438,111025.71728716503,-437339.4840706788,300.7027870397876,434.56697164949856,1.013351058001807
875000,874.9999999862209,-550030.3593290099,111363.67000873829,-438666.6893202716,301.618100426162,433.42125844558666,1.0160297676052874
876000,875.9999999861973,-549857.6352426796,110722.97949805681,-439134.6557446228,299.8828500094179,433.3055105533732,1.01630117727159
877000,876.9999999861736,-548647.5737524196,111162.01076916559,-437485.56298325397,301.07192520790164,434.3612016761197,1.0138311128948863
878000,877.99999998615,-549291.4348272798,111426.79336680687,-437864.6414604729,301.7890641466615,432.59089821889114,1.0179800414359015
879000,878.9999999861263,-550132.2732378757,111656.99653153913,-438475.27670633653,302.4125479206174,433.2849314222903,1.0163494471135117
880000,879.9999999861027,-548468.0670215525,111934.75650756597,-436533.3105139865,303.1648348768308,434.88737100051054,1.0126044807430004
881000,880.999999986079,-548217.5942962635,110222.74900667317,-437994.84528959036,298.5280224379618,433.68478988482474,1.0154123703775986
882000,881.9999999860554,-550196.9091196749,110955.1988339203,-439241.71028575464,300.51179439460094,433.63776112009066,1.0155224936043008
883000,882.9999999860318,-550004.2001611148,110811.03187429137,-439193.16828682343,300.12133164760195,434.04276318887963,1.0145749171309835
884000,883.9999999860081,-548696.0150264055,110414.36006804256,-438281.6549583629,299.0469831039163,434.8200788555176,1.0127611899909224
885000,884.9999999859845,-550672.1329278513,110980.04469116952,-439692.08823668177,300.5790870787086,433.60433454163257,1.0156007802808957
886000,885.9999999859608,-551353.99602305,111300.54440828413,-440053.4516147659,301.4471306323706,432.4332143748373,1.0183512409662976
887000,886.9999999859372,-550402.5101367207,110234.51102209208,-440167.99911462865,298.5598787583179,432.5797041440369,1.0180063841992693
888000,887.9999999859135,-550276.8784764959,110423.83285582316,-439853.0456206727,299.07263926499564,432.8595698178623,1.0173481914214304
889000,888.9999999858899,-549489.9061317812,109488.36844061106,-440001.5376911701,296.539021255546,433.71290303102876,1.0153465516384594
890000,889.9999999858662,-549791.8160259984,110025.3386195738,-439766.47740642464,297.99335483984265,432.01474619073633,1.019337660060418
891000,890.9999999858426,-549702.8119929922,111549.72693342762,-438153.08505956456,302.1220182315965,431.53406954004265,1.0204730786680059
892000,891.9999999858189,-549631.5446627354,110666.32680944487,-438965.21785329055,299.7294114928727,431.31486517037456,1.0209917071133396
893000,892.9999999857953,-550186.1174227241,110287.07221436751,-439899.04520835663,298.7022358391236,431.8219012662645,1.0197928803572331
894000,893.9999999857716,-550294.4380166796,110566.81358782738,-439727.6244288522,299.45988922524987,432.7763096943289,1.0175439150185794
895000,894.999999985748,-550059.3790629734,111065.19785970237,-438994.18120327103,300.80971648357763,432.04246509128564,1.019272261583397
896000,895.9999999857243,-549379.8394236406,110592.61617927358,-438787.22324436705,299.5297731345846,432.30797483628004,1.0186462571282275
897000,896.9999999857007,-549115.0170514248,111152.17211225512,-437962.8449391697,301.0452781244511,433.50965382128516,1.0158225926733415
898000,897.999999985677,-549312.3004372125,110667.41917369026,-438644.8812635222,299.73237005941996,433.24359877770684,1.016446409678195
899000,898.9999999856534,-550114.8503243513,111218.22072349495,-438896.6296008564,301.22416461998756,432.75216414767897,1.0176006892096845
900000,899.9999999856298,-550472.5614305572,110194.79079438453,-440277.7706361726,298.4523002308798,432.53492530452957,1.0181117748667705
901000,900.9999999856061,-549234.7644196134,110526.22228359518,-438708.5421360182,299.349951468391,433.47273059256594,1.0159091204922337
